Player,Pos,Nation,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Sh,SoT,Avg_Sh_Dist,FK,Pas_TotDist,Pas_PrgDist,Cmp_S,Att_S,Cmp_M,Att_M,Cmp_L,Att_L,KP,Pas_A3,PPA,CrsPA,2CrdY,Fls,Fld,Off,Crs,PKwon,PKcon,OG,Recov,AD_Won,AD_Lost,Touches,Tch_DP,Tch_D3,Tch_M3,Tch_A3,Tch_AP,Live,Dr_Succ,Dr_Att,Num_Dr_Past,Megs,Carries,Cr_TotDist,Cr_PrgDist,Cr_Prog,Cr_A3,CPA,Mis,Dis,Targ,Rec,Prog_Pas_Rec,TklW,Tkl_D3,Tkl_M3,Tkl_A3,Tkl_VD,Past,Press,Press_Succ,Pr_D3,Pr_M3,Pr_A3,Blocks,Blk_Sh,ShSv,Blk_Pass,Int,Clr,Err
Jean Meneses,FW,Chile,27.0,1993.0,5.0,2.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,19.9,0.0,1621,311,46,51,36,43,9,13,4,8,4,1,0.0,3.0,2.0,2.0,6.0,0.0,0.0,0.0,16.0,1.0,8.0,152.0,2.0,21.0,59.0,88.0,10.0,143.0,4.0,11.0,5.0,0.0,127.0,894.0,607.0,27.0,9.0,2.0,7.0,6.0,142.0,115.0,22.0,2.0,2.0,0.0,1.0,3.0,2.0,34.0,7.0,13.0,15.0,6.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0
Lionel Messi,FW,Argentina,33.0,1987.0,7.0,7.0,660.0,4.0,5.0,1.0,1.0,0.0,0.0,25.0,9.0,21.7,8.0,4417,1525,117,139,88,107,33,51,22,31,11,1,0.0,4.0,29.0,3.0,19.0,0.0,0.0,0.0,46.0,1.0,8.0,432.0,1.0,27.0,193.0,254.0,36.0,389.0,33.0,47.0,36.0,0.0,354.0,2085.0,1306.0,71.0,25.0,12.0,13.0,27.0,378.0,321.0,32.0,6.0,1.0,4.0,3.0,3.0,6.0,93.0,27.0,13.0,37.0,43.0,3.0,1.0,0.0,2.0,3.0,0.0,0.0
Éder Militão,DF,Brazil,23.0,1998.0,5.0,3.0,277.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,10.0,0.0,4303,1178,33,35,127,129,29,36,1,12,2,0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,2.0,228.0,20.0,126.0,112.0,8.0,3.0,222.0,0.0,0.0,0.0,0.0,167.0,1126.0,583.0,8.0,1.0,0.0,0.0,0.0,192.0,187.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,16.0,10.0,9.0,6.0,1.0,0.0,0.0,0.0,0.0,6.0,15.0,0.0
Yerry Mina,DF,Colombia,26.0,1994.0,7.0,7.0,624.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,10.3,0.0,5409,1487,73,74,135,139,44,62,0,7,0,0,0.0,15.0,4.0,3.0,0.0,0.0,0.0,1.0,48.0,32.0,4.0,355.0,67.0,216.0,144.0,18.0,15.0,342.0,0.0,0.0,0.0,0.0,212.0,1260.0,730.0,13.0,0.0,0.0,5.0,0.0,230.0,224.0,3.0,2.0,4.0,0.0,1.0,0.0,3.0,55.0,14.0,35.0,16.0,4.0,11.0,8.0,0.0,3.0,8.0,43.0,0.0
Nahuel Molina,DF,Argentina,23.0,1997.0,5.0,4.0,321.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,18.8,0.0,1777,747,78,83,38,44,5,15,0,5,0,0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,23.0,1.0,1.0,191.0,12.0,76.0,81.0,48.0,3.0,160.0,2.0,6.0,2.0,0.0,97.0,386.0,183.0,6.0,5.0,1.0,1.0,6.0,112.0,101.0,7.0,2.0,3.0,1.0,1.0,2.0,5.0,43.0,10.0,20.0,18.0,5.0,11.0,2.0,0.0,9.0,7.0,11.0,0.0
Gonzalo Montiel,DF,Argentina,24.0,1997.0,4.0,3.0,339.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,8.1,0.0,2433,735,64,70,63,72,12,20,2,3,0,0,0.0,9.0,2.0,0.0,2.0,0.0,0.0,0.0,21.0,2.0,1.0,196.0,13.0,70.0,84.0,48.0,3.0,174.0,0.0,0.0,0.0,0.0,110.0,352.0,161.0,6.0,2.0,0.0,1.0,1.0,128.0,118.0,4.0,4.0,7.0,2.0,0.0,5.0,5.0,48.0,19.0,18.0,22.0,8.0,5.0,2.0,0.0,3.0,8.0,10.0,0.0
Alfredo Morelos,FW,Colombia,24.0,1996.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116,33,1,1,5,6,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,1.0,2.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,6.0,19.0,9.0,1.0,0.0,0.0,0.0,0.0,8.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Junior Moreno,MF,Venezuela,27.0,1993.0,4.0,4.0,351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3286,767,66,71,67,73,26,35,0,17,0,0,0.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,44.0,4.0,4.0,217.0,9.0,67.0,140.0,22.0,2.0,213.0,0.0,1.0,0.0,0.0,145.0,571.0,296.0,13.0,4.0,0.0,1.0,3.0,157.0,145.0,1.0,6.0,1.0,5.0,0.0,2.0,3.0,70.0,23.0,20.0,40.0,10.0,6.0,2.0,0.0,4.0,2.0,8.0,0.0
Yairo Moreno,DF,Colombia,25.0,1995.0,1.0,1.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251,47,6,7,8,9,0,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,29.0,0.0,14.0,12.0,5.0,1.0,28.0,2.0,4.0,2.0,0.0,21.0,55.0,24.0,1.0,0.0,0.0,1.0,1.0,21.0,19.0,1.0,1.0,4.0,0.0,0.0,2.0,0.0,11.0,2.0,5.0,4.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0
Daniel Muñoz,DF,Colombia,24.0,1996.0,5.0,5.0,480.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,17.7,0.0,3238,828,100,109,76,95,16,24,1,10,3,0,0.0,17.0,4.0,0.0,6.0,0.0,0.0,0.0,37.0,14.0,9.0,308.0,26.0,122.0,137.0,62.0,7.0,270.0,5.0,6.0,5.0,0.0,168.0,614.0,310.0,10.0,4.0,0.0,0.0,4.0,181.0,164.0,9.0,8.0,11.0,2.0,0.0,3.0,3.0,87.0,29.0,47.0,34.0,6.0,11.0,1.0,0.0,10.0,9.0,21.0,1.0
Luis Muriel,FW,Colombia,29.0,1991.0,4.0,2.0,158.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,15.4,1.0,1097,248,19,23,18,23,14,18,5,3,2,0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,16.0,4.0,2.0,93.0,0.0,7.0,33.0,60.0,13.0,85.0,4.0,7.0,4.0,0.0,72.0,427.0,259.0,14.0,2.0,2.0,5.0,7.0,83.0,64.0,24.0,2.0,0.0,0.0,3.0,1.0,0.0,39.0,8.0,4.0,16.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Óscar Murillo,DF,Colombia,32.0,1988.0,3.0,2.0,172.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,13.5,0.0,953,455,12,12,25,26,7,10,0,2,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,70.0,10.0,46.0,24.0,3.0,3.0,69.0,1.0,1.0,1.0,0.0,40.0,155.0,66.0,0.0,0.0,0.0,0.0,1.0,45.0,44.0,0.0,2.0,3.0,2.0,0.0,2.0,1.0,24.0,6.0,14.0,9.0,1.0,1.0,1.0,0.0,0.0,2.0,11.0,0.0
Nahitan Nández,DF,Uruguay,25.0,1995.0,5.0,3.0,357.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,21.2,0.0,2733,1174,85,93,56,69,16,30,1,8,3,1,0.0,7.0,6.0,3.0,15.0,1.0,0.0,0.0,28.0,6.0,7.0,260.0,12.0,54.0,102.0,124.0,12.0,225.0,12.0,15.0,13.0,0.0,178.0,974.0,610.0,32.0,9.0,6.0,6.0,7.0,187.0,158.0,14.0,7.0,7.0,3.0,3.0,5.0,8.0,72.0,26.0,31.0,27.0,14.0,8.0,0.0,0.0,8.0,6.0,6.0,0.0
Neymar,FW,Brazil,28.0,1992.0,6.0,6.0,540.0,2.0,3.0,1.0,1.0,1.0,0.0,22.0,6.0,18.1,5.0,3878,1277,116,132,67,92,32,63,20,27,16,1,0.0,11.0,35.0,2.0,16.0,0.0,0.0,0.0,38.0,6.0,8.0,438.0,0.0,17.0,201.0,273.0,39.0,389.0,30.0,59.0,35.0,7.0,337.0,2032.0,1233.0,57.0,24.0,6.0,23.0,26.0,423.0,339.0,71.0,2.0,0.0,1.0,2.0,0.0,2.0,77.0,28.0,9.0,32.0,36.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0
Christian Noboa,MF,Ecuador,35.0,1985.0,2.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,683,171,14,18,15,15,5,7,0,4,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,50.0,1.0,9.0,34.0,7.0,1.0,47.0,0.0,2.0,0.0,0.0,30.0,93.0,46.0,2.0,0.0,0.0,0.0,0.0,31.0,31.0,0.0,3.0,1.0,3.0,0.0,1.0,1.0,13.0,4.0,2.0,10.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0
Brian Ocampo,MF,Uruguay,21.0,1999.0,1.0,0.0,26.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,50,8,2,4,1,1,0,3,0,0,0,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,2.0,3.0,9.0,0.0,11.0,0.0,1.0,0.0,0.0,7.0,76.0,46.0,2.0,1.0,0.0,1.0,1.0,10.0,8.0,3.0,0.0,2.0,0.0,0.0,2.0,1.0,9.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Santiago Ormeño,FW,Peru,26.0,1994.0,6.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,23.9,0.0,368,17,13,14,9,12,1,1,1,2,0,0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,3.0,11.0,53.0,3.0,11.0,30.0,15.0,2.0,53.0,3.0,6.0,3.0,0.0,37.0,137.0,66.0,4.0,2.0,0.0,4.0,3.0,50.0,29.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,5.0,1.0,20.0,9.0,4.0,0.0,0.0,4.0,1.0,4.0,0.0
Nicolás Otamendi,DF,Argentina,32.0,1988.0,5.0,5.0,480.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3621,1098,53,61,96,105,26,31,1,13,0,0,0.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,22.0,19.0,5.0,258.0,43.0,144.0,130.0,6.0,3.0,242.0,0.0,0.0,0.0,0.0,150.0,1158.0,777.0,16.0,2.0,0.0,1.0,0.0,164.0,163.0,1.0,5.0,7.0,2.0,0.0,4.0,3.0,49.0,20.0,32.0,17.0,0.0,9.0,2.0,0.0,7.0,5.0,34.0,1.0
Rómulo Otero,FW,Venezuela,28.0,1992.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,27.8,1.0,375,110,6,7,7,9,4,6,2,0,1,0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,30.0,0.0,2.0,14.0,21.0,0.0,26.0,0.0,2.0,0.0,0.0,24.0,152.0,97.0,5.0,5.0,0.0,0.0,4.0,20.0,19.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Carlos Palacios,FW,Chile,20.0,2000.0,2.0,1.0,103.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,21.4,0.0,408,86,14,19,10,14,2,4,0,3,0,0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,2.0,49.0,0.0,5.0,15.0,33.0,4.0,48.0,3.0,4.0,3.0,0.0,44.0,273.0,202.0,6.0,2.0,1.0,3.0,1.0,46.0,40.0,4.0,1.0,0.0,0.0,2.0,1.0,1.0,24.0,7.0,5.0,11.0,8.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
Diego Palacios,MF,Ecuador,21.0,1999.0,2.0,2.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316,106,12,14,4,4,3,4,1,0,2,1,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,31.0,2.0,8.0,5.0,19.0,1.0,28.0,1.0,1.0,1.0,0.0,19.0,59.0,23.0,1.0,1.0,0.0,0.0,0.0,30.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,3.0,9.0,7.0,3.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0
Exequiel Palacios,MF,Argentina,22.0,1998.0,4.0,1.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,1378,308,47,53,35,38,4,7,1,5,1,0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,1.0,111.0,2.0,21.0,64.0,32.0,1.0,110.0,1.0,2.0,1.0,0.0,81.0,308.0,145.0,9.0,2.0,0.0,0.0,0.0,99.0,93.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,27.0,7.0,6.0,17.0,4.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0
Lucas Paquetá,MF,Brazil,23.0,1997.0,6.0,4.0,354.0,2.0,0.0,0.0,0.0,1.0,0.0,7.0,3.0,18.5,0.0,2571,740,77,86,57,72,13,18,6,21,5,0,0.0,10.0,12.0,2.0,3.0,0.0,0.0,0.0,31.0,8.0,3.0,258.0,3.0,36.0,155.0,80.0,8.0,254.0,3.0,5.0,3.0,0.0,175.0,682.0,339.0,16.0,9.0,0.0,8.0,11.0,211.0,185.0,24.0,11.0,4.0,8.0,3.0,3.0,2.0,71.0,27.0,21.0,38.0,12.0,4.0,0.0,0.0,4.0,6.0,6.0,0.0
Leandro Paredes,MF,Argentina,26.0,1994.0,6.0,4.0,355.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,23.1,0.0,4018,975,75,79,83,85,32,37,3,16,4,1,0.0,9.0,8.0,0.0,1.0,0.0,0.0,0.0,27.0,1.0,0.0,245.0,13.0,70.0,157.0,33.0,2.0,225.0,0.0,1.0,0.0,0.0,148.0,540.0,274.0,8.0,5.0,0.0,1.0,4.0,173.0,168.0,3.0,5.0,3.0,5.0,2.0,3.0,2.0,53.0,15.0,19.0,25.0,9.0,7.0,3.0,0.0,4.0,1.0,7.0,0.0
Sergio Peña,MF,Peru,25.0,1995.0,7.0,7.0,541.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,19.9,0.0,4200,1084,113,130,96,109,24,43,5,21,1,0,0.0,6.0,8.0,0.0,2.0,0.0,0.0,0.0,54.0,4.0,7.0,353.0,5.0,59.0,220.0,93.0,5.0,352.0,10.0,14.0,11.0,2.0,268.0,1128.0,534.0,24.0,9.0,0.0,2.0,8.0,282.0,256.0,11.0,9.0,4.0,9.0,2.0,6.0,11.0,137.0,36.0,46.0,67.0,24.0,4.0,0.0,0.0,4.0,10.0,1.0,0.0
Sebastián Pérez Cardona,MF,Colombia,27.0,1993.0,2.0,1.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,581,139,16,16,14,15,3,3,0,3,0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,44.0,0.0,14.0,27.0,5.0,1.0,43.0,0.0,0.0,0.0,0.0,30.0,88.0,37.0,1.0,0.0,0.0,3.0,1.0,39.0,34.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,30.0,6.0,13.0,12.0,5.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
Germán Pezzella,DF,Argentina,29.0,1991.0,6.0,4.0,403.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,10.9,0.0,3518,1166,65,67,91,96,21,24,1,10,1,0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,20.0,14.0,3.0,224.0,32.0,129.0,102.0,5.0,2.0,222.0,1.0,1.0,1.0,0.0,141.0,778.0,341.0,6.0,2.0,0.0,1.0,1.0,169.0,167.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,23.0,4.0,15.0,8.0,0.0,9.0,5.0,0.0,4.0,7.0,15.0,0.0
César Pinares,FW,Chile,29.0,1991.0,3.0,1.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.6,0.0,791,237,26,28,15,16,5,8,3,6,3,1,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,6.0,2.0,1.0,68.0,3.0,11.0,40.0,23.0,3.0,67.0,2.0,3.0,2.0,0.0,54.0,362.0,185.0,4.0,3.0,2.0,3.0,1.0,61.0,53.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,4.0,5.0,9.0,3.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0
Mario Pineida,MF,Ecuador,28.0,1992.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0,1,1,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Gonzalo Plata,MF,Ecuador,20.0,2000.0,4.0,1.0,155.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,7.9,0.0,669,96,22,25,15,19,4,7,1,4,0,0,0.0,2.0,5.0,0.0,2.0,0.0,0.0,0.0,17.0,2.0,1.0,92.0,1.0,14.0,44.0,45.0,7.0,86.0,12.0,20.0,12.0,0.0,78.0,318.0,183.0,10.0,5.0,2.0,6.0,6.0,75.0,58.0,8.0,2.0,2.0,1.0,2.0,3.0,4.0,39.0,10.0,5.0,23.0,11.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Ángelo Preciado,DF,Ecuador,22.0,1998.0,5.0,5.0,442.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,1.0,24.9,0.0,3635,1231,99,112,83,102,19,33,2,13,7,4,0.0,8.0,8.0,0.0,16.0,0.0,0.0,0.0,43.0,13.0,6.0,319.0,10.0,68.0,143.0,119.0,7.0,264.0,6.0,17.0,7.0,0.0,200.0,747.0,312.0,13.0,3.0,0.0,3.0,6.0,182.0,174.0,11.0,11.0,8.0,3.0,0.0,5.0,7.0,88.0,33.0,37.0,38.0,13.0,6.0,1.0,0.0,5.0,7.0,13.0,0.0
Ayrton Preciado,MF,Ecuador,26.0,1994.0,4.0,3.0,281.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.5,0.0,1690,623,50,57,33,41,12,25,6,10,3,0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,17.0,2.0,9.0,159.0,7.0,26.0,60.0,84.0,10.0,137.0,3.0,7.0,3.0,0.0,109.0,589.0,324.0,12.0,1.0,1.0,4.0,2.0,121.0,96.0,14.0,5.0,4.0,4.0,1.0,4.0,1.0,52.0,21.0,17.0,22.0,13.0,4.0,1.0,0.0,3.0,3.0,5.0,0.0
Erick Pulgar,MF,Chile,27.0,1994.0,4.0,4.0,345.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,24.4,1.0,3749,974,75,77,81,89,30,38,3,17,4,0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,25.0,8.0,2.0,248.0,14.0,71.0,151.0,47.0,1.0,246.0,2.0,3.0,3.0,0.0,176.0,791.0,302.0,13.0,7.0,0.0,1.0,0.0,202.0,186.0,2.0,1.0,5.0,0.0,0.0,2.0,3.0,43.0,16.0,24.0,14.0,5.0,6.0,2.0,0.0,4.0,8.0,12.0,0.0
Jairo Quinteros,DF,Bolivia,19.0,2001.0,3.0,3.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1498,560,21,23,34,36,12,26,0,2,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,2.0,1.0,111.0,41.0,85.0,34.0,0.0,0.0,109.0,1.0,2.0,1.0,0.0,72.0,514.0,279.0,4.0,0.0,0.0,0.0,0.0,69.0,67.0,0.0,2.0,3.0,0.0,0.0,0.0,2.0,26.0,7.0,21.0,4.0,1.0,8.0,6.0,0.0,2.0,9.0,14.0,0.0
Rodrigo Ramallo,FW,Bolivia,30.0,1990.0,4.0,1.0,139.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,538,47,14,18,9,11,5,5,2,1,0,0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,7.0,55.0,3.0,8.0,30.0,18.0,3.0,52.0,2.0,2.0,2.0,0.0,41.0,111.0,47.0,3.0,1.0,0.0,2.0,3.0,63.0,34.0,10.0,4.0,0.0,2.0,2.0,0.0,3.0,38.0,8.0,8.0,15.0,15.0,1.0,1.0,0.0,0.0,3.0,2.0,0.0
Christian Ramos,DF,Peru,32.0,1988.0,5.0,5.0,435.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,7.0,0.0,2496,957,39,43,67,70,15,25,0,7,1,0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,26.0,7.0,3.0,181.0,35.0,106.0,85.0,3.0,1.0,175.0,0.0,0.0,0.0,0.0,104.0,533.0,278.0,2.0,1.0,0.0,0.0,2.0,105.0,104.0,0.0,3.0,3.0,2.0,0.0,4.0,3.0,53.0,17.0,35.0,18.0,0.0,6.0,4.0,0.0,2.0,3.0,26.0,0.0
Everton Ribeiro,MF,Brazil,31.0,1989.0,5.0,1.0,169.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,7.0,0.0,974,266,36,41,22,27,4,9,2,5,3,0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,8.0,1.0,3.0,99.0,0.0,5.0,40.0,65.0,7.0,97.0,4.0,9.0,4.0,1.0,73.0,394.0,241.0,9.0,3.0,0.0,0.0,4.0,83.0,77.0,11.0,2.0,0.0,1.0,1.0,0.0,0.0,35.0,6.0,10.0,13.0,12.0,3.0,0.0,0.0,3.0,4.0,0.0,0.0
Richarlison,FW,Brazil,23.0,1997.0,7.0,5.0,461.0,1.0,1.0,0.0,0.0,0.0,0.0,18.0,7.0,13.2,0.0,1056,212,42,57,28,38,2,7,5,4,2,0,0.0,7.0,18.0,4.0,12.0,0.0,0.0,0.0,32.0,12.0,11.0,198.0,4.0,30.0,72.0,106.0,42.0,192.0,10.0,11.0,10.0,0.0,125.0,768.0,454.0,24.0,4.0,4.0,15.0,7.0,192.0,122.0,39.0,9.0,3.0,5.0,2.0,6.0,4.0,83.0,24.0,18.0,34.0,31.0,9.0,0.0,0.0,9.0,7.0,4.0,0.0
Enzo Roco,DF,Chile,28.0,1992.0,3.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,699,240,11,11,20,21,4,5,1,5,0,0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,5.0,51.0,8.0,18.0,35.0,2.0,0.0,51.0,0.0,0.0,0.0,0.0,28.0,158.0,101.0,3.0,0.0,0.0,1.0,0.0,33.0,29.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0,6.0,6.0,3.0,1.0,3.0,0.0,0.0,3.0,2.0,7.0,0.0
Guido Rodríguez,MF,Argentina,26.0,1994.0,6.0,4.0,427.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,18.7,0.0,3842,920,107,112,85,97,22,28,1,18,0,0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,37.0,3.0,6.0,290.0,18.0,95.0,174.0,28.0,1.0,282.0,1.0,1.0,1.0,0.0,179.0,703.0,303.0,7.0,1.0,0.0,0.0,3.0,208.0,196.0,3.0,8.0,8.0,3.0,2.0,6.0,13.0,100.0,27.0,38.0,46.0,16.0,11.0,3.0,0.0,8.0,11.0,7.0,0.0
Jonathan Rodríguez,MF,Uruguay,27.0,1993.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102,9,3,4,3,3,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,10.0,1.0,1.0,4.0,6.0,1.0,10.0,0.0,1.0,0.0,0.0,7.0,53.0,38.0,3.0,1.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robert Rojas,DF,Paraguay,24.0,1996.0,2.0,1.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1598,516,28,28,35,41,15,20,1,7,1,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,13.0,2.0,4.0,101.0,8.0,41.0,63.0,7.0,1.0,97.0,0.0,0.0,0.0,0.0,72.0,460.0,172.0,7.0,0.0,0.0,0.0,0.0,75.0,71.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,21.0,10.0,13.0,7.0,1.0,4.0,2.0,0.0,2.0,2.0,5.0,0.0
Ángel Romero,MF,Paraguay,28.0,1992.0,5.0,4.0,415.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,16.8,1.0,2351,819,75,88,51,65,13,39,9,6,10,3,0.0,7.0,6.0,1.0,27.0,0.0,1.0,0.0,35.0,5.0,5.0,266.0,5.0,29.0,66.0,187.0,27.0,248.0,4.0,15.0,6.0,1.0,195.0,1204.0,820.0,54.0,13.0,4.0,10.0,7.0,245.0,191.0,28.0,5.0,2.0,2.0,2.0,2.0,6.0,76.0,20.0,18.0,35.0,23.0,4.0,0.0,0.0,4.0,6.0,2.0,0.0
Cristian Romero,DF,Argentina,22.0,1998.0,3.0,3.0,258.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.2,0.0,2341,749,31,31,52,54,22,28,0,3,0,0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,21.0,4.0,2.0,137.0,21.0,96.0,48.0,1.0,1.0,124.0,0.0,0.0,0.0,0.0,83.0,396.0,160.0,1.0,0.0,0.0,2.0,1.0,85.0,84.0,1.0,3.0,3.0,2.0,0.0,0.0,0.0,23.0,8.0,18.0,5.0,0.0,6.0,2.0,0.0,4.0,4.0,4.0,0.0
